544,3789,557
1399,2933,326
1665,397,1381
4.8,357,1559
0.209,222,166
76.3,487,62.7
222,2.08,62.7
0.494,13.1,33.5
2.57,218,39.3
1.05,222,108
4.85,,115
29.5,,367
69.3,,261
6.74,,188
0.745,,253
29.8,,253
17,,39.3
17,,39.3
16,,1.38
5,,8.02
4.31,,235
22.1,,487
103,,529
303,,56
143,,8.74
658,,21
773,,0.01
83.7,,32
6.12,,0.349
153,,449
17.4,,376
28,,125
4.01,,170
0.473,,13.3
0.876,,7.92
2.75,,1.33
0.01,,0.06
50.6,,968
0.385,,691
,,8.74
,,89.6
,,0.14
,,83.7
,,60.3
,,3.98
,,4.65
,,28
